severity	updateDate	comments	line	author	rule	project	effort	message	creationDate	type	quickFixAvailable	tags	component	flows	scope	textRange	debt	key	hash	status
MINOR	2023-07-24T19:11:40-0700		1000.0		typescript:S4326	dynamsoft-dlrjs-src	1min	Redundant use of `await` on a return value.	2023-07-24T19:11:40-0700	CODE_SMELL	false	"redundant / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts		MAIN	{startLine=1000.0, endLine=1000.0, startOffset=23.0, endOffset=189.0}	1min	AYmK0pRCkLc1XV_B8pKG	6636fe89cc5feeb5aec43cae8e1e498e	OPEN
MINOR	2023-07-24T19:11:40-0700		1004.0		typescript:S1116	dynamsoft-dlrjs-src	2min	Unnecessary semicolon.	2023-07-24T19:11:40-0700	CODE_SMELL	false	"unused / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts		MAIN	{startLine=1004.0, endLine=1004.0, startOffset=5.0, endOffset=6.0}	2min	AYmK0pRCkLc1XV_B8pKH	2145c1b6992c0d519ad223f91671329b	OPEN
CRITICAL	2023-07-24T19:11:40-0700		1095.0		typescript:S3776	dynamsoft-dlrjs-src	10min	Refactor this function to reduce its Cognitive Complexity from 20 to the 15 allowed.	2023-07-24T19:11:40-0700	CODE_SMELL	false	"brain-overload / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts	"{locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1097.0, endLine=1097.0, startOffset=8.0, endOffset=10.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1098.0, endLine=1098.0, startOffset=8.0, endOffset=11.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1101.0, endLine=1101.0, startOffset=12.0, endOffset=14.0}, msg=+2 (incl. 1 for nesting)}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1115.0, endLine=1115.0, startOffset=14.0, endOffset=18.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1102.0, endLine=1102.0, startOffset=16.0, endOffset=18.0}, msg=+3 (incl. 2 for nesting)}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1102.0, endLine=1102.0, startOffset=92.0, endOffset=94.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1103.0, endLine=1103.0, startOffset=20.0, endOffset=23.0}, msg=+4 (incl. 3 for nesting)}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1107.0, endLine=1107.0, startOffset=23.0, endOffset=25.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1112.0, endLine=1112.0, startOffset=18.0, endOffset=22.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1107.0, endLine=1107.0, startOffset=100.0, endOffset=102.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1108.0, endLine=1108.0, startOffset=20.0, endOffset=23.0}, msg=+4 (incl. 3 for nesting)}]} / "	MAIN	{startLine=1095.0, endLine=1095.0, startOffset=12.0, endOffset=28.0}	10min	AYmK0pRCkLc1XV_B8pKI	df3c58f01f89eafadfa42e5585cc28a3	OPEN
MAJOR	2023-07-24T19:11:40-0700		1098.0		typescript:S1751	dynamsoft-dlrjs-src	5min	Refactor this loop to do more than one iteration.	2023-07-24T19:11:40-0700	BUG	false		dynamsoft-dlrjs-src:src/class/labelrecognizer.ts		MAIN	{startLine=1098.0, endLine=1098.0, startOffset=8.0, endOffset=11.0}	5min	AYmK0pRCkLc1XV_B8pKJ	9d5a3ad9f388cf5f035f398bae229a3a	OPEN
CRITICAL	2023-07-24T19:11:40-0700		1119.0		typescript:S3776	dynamsoft-dlrjs-src	17min	Refactor this function to reduce its Cognitive Complexity from 27 to the 15 allowed.	2023-07-24T19:11:40-0700	CODE_SMELL	false	"brain-overload / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts	"{locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1121.0, endLine=1121.0, startOffset=8.0, endOffset=10.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1122.0, endLine=1122.0, startOffset=12.0, endOffset=15.0}, msg=+2 (incl. 1 for nesting)}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1123.0, endLine=1123.0, startOffset=16.0, endOffset=19.0}, msg=+3 (incl. 2 for nesting)}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1124.0, endLine=1124.0, startOffset=20.0, endOffset=22.0}, msg=+4 (incl. 3 for nesting)}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1127.0, endLine=1127.0, startOffset=43.0, endOffset=44.0}, msg=+5 (incl. 4 for nesting)}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1128.0, endLine=1128.0, startOffset=27.0, endOffset=29.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1133.0, endLine=1133.0, startOffset=24.0, endOffset=26.0}, msg=+5 (incl. 4 for nesting)}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1135.0, endLine=1135.0, startOffset=31.0, endOffset=33.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1137.0, endLine=1137.0, startOffset=31.0, endOffset=33.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1142.0, endLine=1142.0, startOffset=20.0, endOffset=23.0}, msg=+4 (incl. 3 for nesting)}]} / "	MAIN	{startLine=1119.0, endLine=1119.0, startOffset=12.0, endOffset=28.0}	17min	AYmK0pRCkLc1XV_B8pKK	6bfd6efa39a5b32e619a3a0e7637d696	OPEN
CRITICAL	2023-07-24T19:11:40-0700		1151.0		typescript:S3776	dynamsoft-dlrjs-src	13min	Refactor this function to reduce its Cognitive Complexity from 23 to the 15 allowed.	2023-07-24T19:11:40-0700	CODE_SMELL	false	"brain-overload / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts	"{locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1154.0, endLine=1154.0, startOffset=8.0, endOffset=10.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1154.0, endLine=1154.0, startOffset=27.0, endOffset=29.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1171.0, endLine=1171.0, startOffset=8.0, endOffset=11.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1158.0, endLine=1158.0, startOffset=12.0, endOffset=14.0}, msg=+2 (incl. 1 for nesting)}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1159.0, endLine=1159.0, startOffset=12.0, endOffset=14.0}, msg=+2 (incl. 1 for nesting)}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1159.0, endLine=1159.0, startOffset=77.0, endOffset=79.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1160.0, endLine=1160.0, startOffset=43.0, endOffset=44.0}, msg=+3 (incl. 2 for nesting)}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1161.0, endLine=1161.0, startOffset=19.0, endOffset=21.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1161.0, endLine=1161.0, startOffset=82.0, endOffset=84.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1162.0, endLine=1162.0, startOffset=43.0, endOffset=44.0}, msg=+3 (incl. 2 for nesting)}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1163.0, endLine=1163.0, startOffset=19.0, endOffset=21.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1163.0, endLine=1163.0, startOffset=80.0, endOffset=82.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1164.0, endLine=1164.0, startOffset=43.0, endOffset=44.0}, msg=+3 (incl. 2 for nesting)}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1165.0, endLine=1165.0, startOffset=19.0, endOffset=21.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1167.0, endLine=1167.0, startOffset=14.0, endOffset=18.0}, msg=+1}]} / "	MAIN	{startLine=1151.0, endLine=1151.0, startOffset=12.0, endOffset=29.0}	13min	AYmK0pRCkLc1XV_B8pKL	09d0850717f71807e2a9c9ad2bd1be81	OPEN
MINOR	2023-07-24T19:11:40-0700		1160.0		typescript:S6353	dynamsoft-dlrjs-src	5min	Use concise character class syntax '\d' instead of '[0-9]'.	2023-07-24T19:11:40-0700	CODE_SMELL	false	"regex / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts		MAIN	{startLine=1160.0, endLine=1160.0, startOffset=25.0, endOffset=30.0}	5min	AYmK0pRCkLc1XV_B8pKM	2ddfb4e84e4e6f454fd9e18b99dc9d5f	OPEN
MINOR	2023-07-24T19:11:40-0700		1162.0		typescript:S6353	dynamsoft-dlrjs-src	5min	Use concise character class syntax '\d' instead of '[0-9]'.	2023-07-24T19:11:40-0700	CODE_SMELL	false	"regex / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts		MAIN	{startLine=1162.0, endLine=1162.0, startOffset=25.0, endOffset=30.0}	5min	AYmK0pRCkLc1XV_B8pKN	f9a0c20e96496544322b69d47c92dd02	OPEN
MINOR	2023-07-24T19:11:40-0700		1164.0		typescript:S6353	dynamsoft-dlrjs-src	5min	Use concise character class syntax '\d' instead of '[0-9]'.	2023-07-24T19:11:40-0700	CODE_SMELL	false	"regex / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts		MAIN	{startLine=1164.0, endLine=1164.0, startOffset=25.0, endOffset=30.0}	5min	AYmK0pRCkLc1XV_B8pKO	b528f9e80dc1bf27480f9991c273e0f2	OPEN
MINOR	2023-07-24T19:11:40-0700		1194.0		typescript:S4326	dynamsoft-dlrjs-src	1min	Redundant use of `await` on a return value.	2023-07-24T19:11:40-0700	CODE_SMELL	false	"redundant / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts		MAIN	{startLine=1194.0, endLine=1242.0, startOffset=15.0, endOffset=10.0}	1min	AYmK0pRCkLc1XV_B8pKP	f2eab8873d5e55f50edf48ced510e988	OPEN
CRITICAL	2023-07-24T19:11:40-0700		1194.0		typescript:S3776	dynamsoft-dlrjs-src	6min	Refactor this function to reduce its Cognitive Complexity from 16 to the 15 allowed.	2023-07-24T19:11:40-0700	CODE_SMELL	false	"brain-overload / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts	"{locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1197.0, endLine=1197.0, startOffset=16.0, endOffset=18.0}, msg=+2 (incl. 1 for nesting)}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1216.0, endLine=1216.0, startOffset=16.0, endOffset=20.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1198.0, endLine=1198.0, startOffset=63.0, endOffset=64.0}, msg=+3 (incl. 2 for nesting)}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1203.0, endLine=1203.0, startOffset=21.0, endOffset=26.0}, msg=+3 (incl. 2 for nesting)}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1206.0, endLine=1206.0, startOffset=20.0, endOffset=22.0}, msg=+3 (incl. 2 for nesting)}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1222.0, endLine=1222.0, startOffset=12.0, endOffset=14.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1223.0, endLine=1223.0, startOffset=12.0, endOffset=14.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1241.0, endLine=1241.0, startOffset=12.0, endOffset=14.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1241.0, endLine=1241.0, startOffset=48.0, endOffset=50.0}, msg=+1}]} / "	MAIN	{startLine=1194.0, endLine=1194.0, startOffset=50.0, endOffset=52.0}	6min	AYmK0pRCkLc1XV_B8pKQ	f2eab8873d5e55f50edf48ced510e988	OPEN
MINOR	2023-07-24T19:11:40-0700		1271.0		typescript:S4326	dynamsoft-dlrjs-src	1min	Redundant use of `await` on a return value.	2023-07-24T19:11:40-0700	CODE_SMELL	false	"redundant / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts		MAIN	{startLine=1271.0, endLine=1271.0, startOffset=15.0, endOffset=116.0}	1min	AYmK0pRDkLc1XV_B8pKR	1fad68a3bd10220528a70d66546a93f7	OPEN
MINOR	2023-07-24T19:11:40-0700		1276.0		typescript:S4326	dynamsoft-dlrjs-src	1min	Redundant use of `await` on a return value.	2023-07-24T19:11:40-0700	CODE_SMELL	false	"redundant / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts		MAIN	{startLine=1276.0, endLine=1303.0, startOffset=15.0, endOffset=10.0}	1min	AYmK0pRDkLc1XV_B8pKS	f2eab8873d5e55f50edf48ced510e988	OPEN
MAJOR	2023-07-24T19:11:40-0700		1309.0		typescript:S1117	dynamsoft-dlrjs-src	5min	'blob' is already declared in the upper scope.	2023-07-24T19:11:40-0700	CODE_SMELL	false	"pitfall / suspicious / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts		MAIN	{startLine=1309.0, endLine=1309.0, startOffset=48.0, endOffset=58.0}	5min	AYmK0pRDkLc1XV_B8pKT	9600e39deb98b42fba1caba4803a624b	OPEN
MINOR	2023-07-24T19:11:40-0700		1352.0		typescript:S4326	dynamsoft-dlrjs-src	1min	Redundant use of `await` on a return value.	2023-07-24T19:11:40-0700	CODE_SMELL	false	"redundant / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts		MAIN	{startLine=1352.0, endLine=1352.0, startOffset=15.0, endOffset=73.0}	1min	AYmK0pRDkLc1XV_B8pKU	9c3876c3fc6046c1b50de84b28a7c05a	OPEN
MINOR	2023-07-24T19:11:40-0700		1363.0		typescript:S4326	dynamsoft-dlrjs-src	1min	Redundant use of `await` on a return value.	2023-07-24T19:11:40-0700	CODE_SMELL	false	"redundant / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts		MAIN	{startLine=1363.0, endLine=1363.0, startOffset=15.0, endOffset=72.0}	1min	AYmK0pRDkLc1XV_B8pKV	cf0daa35819b7da5b4848588054f1257	OPEN
MINOR	2023-07-24T19:11:40-0700		1409.0		typescript:S1488	dynamsoft-dlrjs-src	2min	"Immediately return this expression instead of assigning it to the temporary variable ""results""."	2023-07-24T19:11:40-0700	CODE_SMELL	false	"clumsy / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts		MAIN	{startLine=1409.0, endLine=1409.0, startOffset=22.0, endOffset=63.0}	2min	AYmK0pRDkLc1XV_B8pKW	03191b9f8c91e5de3e04a266a8aad01d	OPEN
MAJOR	2023-07-24T19:11:40-0700		1417.0		typescript:S3696	dynamsoft-dlrjs-src	20min	Expected an error object to be thrown.	2023-07-24T19:11:40-0700	CODE_SMELL	false	"api-design / error-handling / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts		MAIN	{startLine=1417.0, endLine=1417.0, startOffset=12.0, endOffset=25.0}	20min	AYmK0pRDkLc1XV_B8pKX	afd96e5c7693e998394a60e47f308a53	OPEN
MINOR	2023-07-24T19:11:40-0700		1432.0		typescript:S4326	dynamsoft-dlrjs-src	1min	Redundant use of `await` on a return value.	2023-07-24T19:11:40-0700	CODE_SMELL	false	"redundant / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts		MAIN	{startLine=1432.0, endLine=1432.0, startOffset=15.0, endOffset=152.0}	1min	AYmK0pRDkLc1XV_B8pKY	f1cc2c6f05debd9a6cc8f890c7291d17	OPEN
MAJOR	2023-07-24T19:11:40-0700		1448.0		typescript:S3696	dynamsoft-dlrjs-src	20min	Expected an error object to be thrown.	2023-07-24T19:11:40-0700	CODE_SMELL	false	"api-design / error-handling / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts		MAIN	{startLine=1448.0, endLine=1448.0, startOffset=12.0, endOffset=25.0}	20min	AYmK0pRDkLc1XV_B8pKZ	afd96e5c7693e998394a60e47f308a53	OPEN
MINOR	2023-07-24T19:11:40-0700		1482.0		typescript:S1488	dynamsoft-dlrjs-src	2min	"Immediately return this expression instead of assigning it to the temporary variable ""results""."	2023-07-24T19:11:40-0700	CODE_SMELL	false	"clumsy / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts		MAIN	{startLine=1482.0, endLine=1482.0, startOffset=22.0, endOffset=63.0}	2min	AYmK0pRDkLc1XV_B8pKa	03191b9f8c91e5de3e04a266a8aad01d	OPEN
CRITICAL	2023-07-24T19:11:40-0700		1534.0		typescript:S3776	dynamsoft-dlrjs-src	12min	Refactor this function to reduce its Cognitive Complexity from 22 to the 15 allowed.	2023-07-24T19:11:40-0700	CODE_SMELL	false	"brain-overload / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts	"{locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1535.0, endLine=1535.0, startOffset=8.0, endOffset=10.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1537.0, endLine=1537.0, startOffset=8.0, endOffset=10.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1539.0, endLine=1539.0, startOffset=8.0, endOffset=10.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1598.0, endLine=1598.0, startOffset=8.0, endOffset=10.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1600.0, endLine=1600.0, startOffset=10.0, endOffset=14.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1598.0, endLine=1598.0, startOffset=18.0, endOffset=20.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1605.0, endLine=1605.0, startOffset=8.0, endOffset=14.0}, msg=+1}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1551.0, endLine=1551.0, startOffset=20.0, endOffset=26.0}, msg=+3 (incl. 2 for nesting)}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1554.0, endLine=1554.0, startOffset=28.0, endOffset=31.0}, msg=+4 (incl. 3 for nesting)}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1563.0, endLine=1563.0, startOffset=28.0, endOffset=31.0}, msg=+4 (incl. 3 for nesting)}]} / {locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1572.0, endLine=1572.0, startOffset=28.0, endOffset=31.0}, msg=+4 (incl. 3 for nesting)}]} / "	MAIN	{startLine=1534.0, endLine=1534.0, startOffset=10.0, endOffset=28.0}	12min	AYmK0pRDkLc1XV_B8pKb	372ecdb434e4dd4c854bbce013496f17	OPEN
MAJOR	2023-07-24T19:11:40-0700		1570.0		typescript:S1871	dynamsoft-dlrjs-src	10min	This case's code block is the same as the block for the case on line 1561.	2023-07-24T19:11:40-0700	CODE_SMELL	false	"design / suspicious / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts	"{locations=[{component=dynamsoft-dlrjs-src:src/class/labelrecognizer.ts, textRange={startLine=1561.0, endLine=1569.0, startOffset=24.0, endOffset=34.0}, msg=Original}]} / "	MAIN	{startLine=1570.0, endLine=1578.0, startOffset=24.0, endOffset=34.0}	10min	AYmK0pRDkLc1XV_B8pKc	564fc0cbaf057b7ec4a3bc3803d3bfd6	OPEN
MINOR	2023-07-24T19:11:40-0700		1630.0		typescript:S1488	dynamsoft-dlrjs-src	2min	"Immediately return this expression instead of assigning it to the temporary variable ""results""."	2023-07-24T19:11:40-0700	CODE_SMELL	false	"clumsy / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts		MAIN	{startLine=1630.0, endLine=1630.0, startOffset=24.0, endOffset=120.0}	2min	AYmK0pRDkLc1XV_B8pKd	c141fc1578de793180466ba10d5cba6f	OPEN
MINOR	2023-07-24T19:11:40-0700		1650.0		typescript:S4326	dynamsoft-dlrjs-src	1min	Redundant use of `await` on a return value.	2023-07-24T19:11:40-0700	CODE_SMELL	false	"redundant / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts		MAIN	{startLine=1650.0, endLine=1650.0, startOffset=19.0, endOffset=71.0}	1min	AYmK0pRDkLc1XV_B8pKe	31fa90766124ace1c56be377308229df	OPEN
MINOR	2023-07-24T19:11:40-0700		1653.0		typescript:S4326	dynamsoft-dlrjs-src	1min	Redundant use of `await` on a return value.	2023-07-24T19:11:40-0700	CODE_SMELL	false	"redundant / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts		MAIN	{startLine=1653.0, endLine=1653.0, startOffset=19.0, endOffset=94.0}	1min	AYmK0pRDkLc1XV_B8pKf	1b2f0f21d257ec0f5c659f4c0cc98ece	OPEN
MINOR	2023-07-24T19:11:40-0700		1661.0		typescript:S1116	dynamsoft-dlrjs-src	2min	Unnecessary semicolon.	2023-07-24T19:11:40-0700	CODE_SMELL	false	"unused / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts		MAIN	{startLine=1661.0, endLine=1661.0, startOffset=9.0, endOffset=10.0}	2min	AYmK0pREkLc1XV_B8pKg	2145c1b6992c0d519ad223f91671329b	OPEN
MINOR	2023-07-24T19:11:40-0700		1664.0		typescript:S4325	dynamsoft-dlrjs-src	1min	This assertion is unnecessary since it does not change the type of the expression.	2023-07-24T19:11:40-0700	CODE_SMELL	false	"redundant / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts		MAIN	{startLine=1664.0, endLine=1675.0, startOffset=26.0, endOffset=22.0}	1min	AYmK0pREkLc1XV_B8pKh	382b84fe473fec2d9462f0763cd8cb1d	OPEN
MINOR	2023-07-24T19:11:40-0700		1676.0		typescript:S4326	dynamsoft-dlrjs-src	1min	Redundant use of `await` on a return value.	2023-07-24T19:11:40-0700	CODE_SMELL	false	"redundant / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts		MAIN	{startLine=1676.0, endLine=1676.0, startOffset=19.0, endOffset=59.0}	1min	AYmK0pREkLc1XV_B8pKi	de683e6fac73657aba3f02dc3a626217	OPEN
MINOR	2023-07-24T19:11:40-0700		1678.0		typescript:S4325	dynamsoft-dlrjs-src	1min	This assertion is unnecessary since it does not change the type of the expression.	2023-07-24T19:11:40-0700	CODE_SMELL	false	"redundant / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts		MAIN	{startLine=1678.0, endLine=1695.0, startOffset=27.0, endOffset=28.0}	1min	AYmK0pREkLc1XV_B8pKj	a80b2ade0a28cf1bf3903d754ea7075b	OPEN
MINOR	2023-07-24T19:11:40-0700		1696.0		typescript:S4326	dynamsoft-dlrjs-src	1min	Redundant use of `await` on a return value.	2023-07-24T19:11:40-0700	CODE_SMELL	false	"redundant / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts		MAIN	{startLine=1696.0, endLine=1696.0, startOffset=19.0, endOffset=77.0}	1min	AYmK0pREkLc1XV_B8pKk	4692328c3c75b195d0d7da26c5449c6d	OPEN
MINOR	2023-07-24T19:11:40-0700		1711.0		typescript:S4325	dynamsoft-dlrjs-src	1min	This assertion is unnecessary since it does not change the type of the expression.	2023-07-24T19:11:40-0700	CODE_SMELL	false	"redundant / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts		MAIN	{startLine=1711.0, endLine=1719.0, startOffset=20.0, endOffset=24.0}	1min	AYmK0pREkLc1XV_B8pKl	56018e2f7aad7ebcf0062a92e8bf46cd	OPEN
MAJOR	2023-07-24T19:11:40-0700		1712.0		typescript:S1117	dynamsoft-dlrjs-src	5min	'data' is already declared in the upper scope.	2023-07-24T19:11:40-0700	CODE_SMELL	false	"pitfall / suspicious / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts		MAIN	{startLine=1712.0, endLine=1712.0, startOffset=41.0, endOffset=50.0}	5min	AYmK0pREkLc1XV_B8pKm	58b6fadd8e3eebca1a3d80f9de0c82f9	OPEN
MINOR	2023-07-24T19:11:40-0700		1721.0		typescript:S4326	dynamsoft-dlrjs-src	1min	Redundant use of `await` on a return value.	2023-07-24T19:11:40-0700	CODE_SMELL	false	"redundant / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts		MAIN	{startLine=1721.0, endLine=1721.0, startOffset=15.0, endOffset=72.0}	1min	AYmK0pREkLc1XV_B8pKn	751bc8d1a6f7502b3634a8d3b2fafaba	OPEN
MINOR	2023-07-24T19:11:40-0700		1734.0		typescript:S4326	dynamsoft-dlrjs-src	1min	Redundant use of `await` on a return value.	2023-07-24T19:11:40-0700	CODE_SMELL	false	"redundant / "	dynamsoft-dlrjs-src:src/class/labelrecognizer.ts		MAIN	{startLine=1734.0, endLine=1750.0, startOffset=15.0, endOffset=10.0}	1min	AYmK0pREkLc1XV_B8pKo	f2eab8873d5e55f50edf48ced510e988	OPEN
